Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-09-28,13.024139404296875,13.722595144728079,12.712800295427488,13.002203280129885,2961952000
2020-10-05,13.7225923538208,14.100736292946474,13.18416801826101,13.197379706985696,2408116000
2020-10-12,13.771199226379395,14.306632976279191,13.727577074032057,13.948680291647484,1565064000
2020-10-19,13.5505952835083,13.942697339964585,13.193140864582809,13.862432579309914,1270840000
2020-10-26,12.497427940368652,13.65279645188972,12.264110514178018,13.387821941605713,1700836000
2020-11-02,14.519509315490723,14.546180872786115,12.3588326615545,12.620815647226909,1685156000
2020-11-09,13.258199691772461,14.648630362768998,12.591401274019784,14.510036021379467,2343912000
2020-11-16,13.049562454223633,13.60967281668497,13.026877983117611,13.134064391233514,2143752000
2020-11-23,13.222555160522461,13.368379147144227,12.847403687496223,13.13281856607505,1135048000
2020-11-30,13.51868724822998,13.633600581851288,12.934396763845045,13.226292872469653,1269024000
2020-12-07,12.979114532470703,13.695230564389995,12.789363192690574,13.565571460856379,1313492000
2020-12-14,13.237181663513184,13.428677394835459,13.036210352904414,13.053664366145444,1259736000
2020-12-21,12.959663391113281,13.334926648807281,12.90480831824255,13.040451232736896,764940000
2020-12-28,13.020751953125,13.179085071509848,12.729767372697573,13.0282319733278,800756000
2021-01-04,13.241920471191406,13.61668529962059,12.552983357703075,13.069873336013648,2217832000
2021-01-11,12.825764656066895,13.924375519648851,12.814793832772704,13.38354741251623,1580748000
2021-01-18,13.676528930664062,13.962527518208695,12.810307427092672,12.982105374699925,1069360000
2021-01-25,12.955674171447754,13.79222378212009,12.760188235192446,13.745596351924773,1286232000
2021-02-01,13.555346488952637,13.89520329581588,12.868902378237976,13.019007870069547,1053544000
2021-02-08,14.922001838684082,15.251136059946582,13.691238836449994,13.691238836449994,2033120000
2021-02-15,14.887344360351562,15.332174489232166,14.536765923324696,15.024732680293493,1102308000
2021-02-22,13.678522109985352,15.093550002362436,13.181579200412116,14.735990003946842,2491352000
2021-03-01,12.428808212280273,13.888468835651924,11.64860999225945,13.838599817247182,2111076000
2021-03-08,12.82227611541748,13.012027447717928,11.536158493129893,12.417340996768054,1993192000
2021-03-15,12.816474914550781,13.481705372796961,12.583756816724813,12.835431667609031,1331084000
2021-03-22,12.809988975524902,13.36397372886558,12.244032437939499,12.88332210090443,1424804000
2021-03-29,13.7802734375,13.838390160541337,12.67105651402299,12.791032213117687,1096776000
2021-04-05,14.367182731628418,14.438520563089599,13.68025233713952,13.835896957871467,1138288000
2021-04-12,15.876233100891113,16.177295544276678,14.10702405914186,14.257181341047247,2864724000
2021-04-19,15.230459213256836,15.771473052963191,14.749806681282399,15.501090779714776,1460616000
2021-04-26,14.97529125213623,15.634785011745288,14.962819931309065,15.150392136132567,946892000
2021-05-03,14.778491020202637,15.212000477254245,13.97831884076864,15.09052808372774,1323968000
2021-05-10,14.210538864135742,14.772255458977076,13.428325279684632,14.753548001729527,1401916000
2021-05-17,14.957585334777832,15.187310979961305,13.512386615061724,14.12473745645262,1741820000
2021-05-24,16.20747947692871,16.24040521683252,15.141414924696313,15.177831721694885,2586676000
2021-05-31,17.53818702697754,17.620746842193533,15.86700349835348,16.232918327534207,2264100000
2021-06-07,17.784624099731445,17.89836459565832,17.13685381127869,17.53120329459691,1985340000
2021-06-14,18.600534439086914,19.335274805560704,17.5484452865549,17.869286881221463,2650044000
2021-06-21,18.991979598999023,19.380181945250964,17.78620690947736,18.39745029819655,2184172000
2021-06-28,20.444995880126953,20.463209879079102,19.27939131221711,19.32155436904531,2012536000
2021-07-05,20.009138107299805,20.832197939898812,19.660355970087,20.69497910826088,1665060000
2021-07-12,18.123764038085938,20.490651148172663,18.035945118120942,20.198501963552353,2231580000
2021-07-19,19.517900466918945,19.84622448129758,17.82886956222306,17.878518838071233,2074262000
2021-07-26,19.459016799926758,19.812290995251693,18.70256979490365,19.27140257813343,1029275000
2021-08-02,20.324237823486328,20.690485852108388,19.180587839446154,19.65960502444828,1140496000
2021-08-09,20.1466064453125,20.465950015847174,19.390161219850658,20.404076865954462,846321000
2021-08-16,20.773319244384766,20.822218562508386,18.7235298751552,20.093715797796335,2143670000
2021-08-23,22.589588165283203,22.675412277569755,20.907046121068717,20.92800297254635,1763469000
2021-08-30,22.79616355895996,22.995752340706016,22.074646410761375,22.783189726632305,1192563000
2021-09-06,22.435869216918945,22.856079647488965,21.935806905955545,22.790203369183317,897773000
2021-09-13,21.858951568603516,22.92095835196141,21.78908307702213,22.64148248186226,1114329000
2021-09-20,22.039608001708984,22.49275743975529,20.623269231205295,21.106361215103927,1289064000
2021-09-27,20.703123092651367,21.758141127081924,20.165131897885484,21.669307242434922,1268665000
2021-10-04,20.79195785522461,21.282038748641263,19.518350267149977,20.465571054632836,1330296000
2021-10-11,21.821022033691406,21.889892945838103,20.47255447521723,20.53643559687475,976757000
2021-10-18,22.683399200439453,23.0866412190669,21.60342671386183,21.70823133478727,934217000
2021-10-25,25.51907730102539,25.66081133782431,22.727320947210714,22.929939565815516,1488830000
2021-11-01,29.69623374938965,31.341143555275014,25.17971387253217,25.600923760373664,2804653000
2021-11-08,30.33303451538086,32.24943752983001,28.72405663417704,30.092487037265983,2531279000
2021-11-15,32.92317199707031,33.02597956876637,28.746015184237166,30.494731961470006,2393479000
2021-11-22,31.443950653076172,34.58205660270791,30.82211731526964,33.4541736223198,2004729000
2021-11-29,30.63547134399414,33.34937294342364,30.073524973843643,32.30533589023142,2578613000
2021-12-06,30.145084381103516,32.392141337945766,27.988869474086083,29.827640816412096,2704874000
2021-12-13,27.752290725708008,31.105404707305365,27.20225553353036,30.196001562436884,3384800000
2021-12-20,29.588064193725586,30.00633064659535,27.097436998042678,27.257156493781572,1724438000
2021-12-27,29.359464645385742,31.27510275244347,29.279604899449346,29.608028890015472,1742810000
2022-01-03,27.19925880432129,30.657190043959815,27.009591180436384,29.76276006522748,2280890000
2022-01-10,26.894790649414062,28.54489407870786,25.59906471878988,26.534423146280638,2318186000
2022-01-17,23.33304214477539,26.591322556625485,23.22223658982807,26.21398466939931,2066724000
2022-01-24,22.799976348876953,24.014842787642607,20.851397282244836,22.290869821786575,3451684000
2022-01-31,24.276386260986328,25.771760520667165,23.01160621659911,23.141377580910618,2392031000
2022-02-07,23.90703582763672,26.877821095423396,23.73134552582586,24.329294979660055,2430181000
2022-02-14,23.600570678710938,26.535419245554085,23.059520645755065,23.892058804037443,3444819000
2022-02-21,24.114673614501953,24.174567954151772,20.853397594065992,22.99463975261601,2464600000
2022-02-28,22.895811080932617,24.621781521853038,22.44260613292307,23.949960454976694,2075527000
2022-03-07,22.065038681030273,23.183265799952455,20.617331786481582,22.780903458709016,2296305000
2022-03-14,26.411148071289062,26.526965676132647,21.12552493912814,21.83440074065723,2751432000
2022-03-21,27.648189544677734,28.313136270708256,25.534540051827083,26.465064797000437,3097249000
2022-03-28,26.66973876953125,28.900203605894088,26.225443109867467,27.712087679069665,2418640000
2022-04-04,23.082422256469727,27.51440027034017,23.025513229987922,26.685713513052118,2620341000
2022-04-11,21.224363327026367,22.74096085020641,21.129514329122028,22.178851947694405,2323505000
2022-04-18,19.48412322998047,22.63413215090729,19.46914757200327,21.16645863488462,2788378000
2022-04-25,18.517656326293945,20.09615428661352,18.261062975150587,19.1716187843949,2864931000
2022-05-02,18.64545440673828,20.367725746941154,17.96153864595354,18.511667529145132,2956283000
2022-05-09,17.67798614501953,18.22611734123025,15.542371338612691,18.005468226423286,3455261000
2022-05-16,16.66758918762207,18.341936103990093,15.73007462070742,17.481300334783025,3012852000
2022-05-23,18.781238555908203,18.85112749906634,15.755033034679311,16.248251875130066,3744525000
2022-05-30,18.690385818481445,19.58796384221285,18.093332231728148,18.94997474844622,2456049000
2022-06-06,16.947147369384766,19.3064079711032,16.84231203637333,19.10872126087843,2035394000
2022-06-13,15.858227729797363,16.844873041714983,15.306984507524353,15.97806308867844,2813852000
2022-06-20,17.102519989013672,17.11650073429401,15.83126548712197,16.45241342874428,1856057000
2022-06-27,14.503087997436523,17.306239618687407,14.37226803933096,17.288264648067337,2635149000
2022-07-04,15.816286087036133,16.015013612204577,14.035730622790718,14.15556598614199,2141338000
2022-07-11,15.740389823913574,15.760361907974943,14.445168125391193,15.5047133273153,2259892000
2022-07-18,17.295255661010742,18.119123432033604,15.980061849590534,16.27964978364728,3227141000
2022-07-25,18.138099670410156,18.218987999280966,16.455410242555715,16.995667023411144,2358495000
2022-08-01,18.962966918945312,19.247576039340366,17.96533597213296,18.157072181568836,2179862000
2022-08-08,18.683349609375,18.692338047513108,16.701072338099607,17.478005578782323,3234965000
2022-08-15,17.82453155517578,19.13772743698891,17.745639384699512,18.675362823592597,2212740000
2022-08-22,16.23770523071289,17.922392364688125,16.21473605112298,17.466018251598914,2842058000
2022-08-29,13.628290176391602,16.31559982826849,13.251807190885822,15.998036920939462,3522045000
2022-09-05,14.367274284362793,14.454154893305436,13.327701218106437,13.712173578961485,2159893000
2022-09-12,13.183821678161621,14.531372458868718,12.603445503990063,14.353564182745814,2981998000
2022-09-19,12.50255298614502,14.015925659376547,12.24383142312108,12.998020388501494,3324653000
2022-09-26,12.125959396362305,12.809224612100213,11.933166890185786,12.4775814901844,2742012000
2022-10-03,12.063027381896973,13.641329966022466,12.00908549131545,12.333736164462499,2955426000
2022-10-10,11.214940071105957,12.110975863797728,10.801384283775251,12.024069426837984,3422306000
2022-10-17,12.452608108520508,12.75528306298122,11.504628158206089,11.50562653523823,3025159000
2022-10-24,13.819136619567871,13.835120176317018,12.051038772880366,12.494561990700507,2660045000
2022-10-31,14.140792846679688,14.213714379632444,12.942082154799525,13.763198659599746,2704427000
2022-11-07,16.30945587158203,16.37138952530621,13.744215415509263,14.212711325430254,2816073000
2022-11-14,15.392447471618652,16.97973930418011,15.103757415617947,16.20057842877363,2926241000
2022-11-21,16.252525329589844,16.509249262976322,15.063802940048175,15.13073136600321,1472780000
2022-11-28,16.857872009277344,17.24645410196166,15.503329569633744,16.008784660079005,2009789000
2022-12-05,16.987077713012695,17.56860185807013,15.654170461645535,16.665342794259757,2058131000
2022-12-12,16.557432174682617,18.774617208607328,16.396564689566986,17.023052161603193,2567579000
2022-12-19,15.193551063537598,16.613388160624147,14.869815966437287,16.558432884603526,1996695000
2022-12-26,14.602036476135254,15.087638670129751,13.872633599772987,15.06165993232565,1481381000
2023-01-02,14.846834182739258,14.997710572155174,14.022509854107087,14.838840359321756,1626813000
2023-01-09,16.885162353515625,16.90814423644885,15.12860152535998,15.271485031462818,2240313000
2023-01-16,17.82439613342285,17.85836678866142,16.717303437473735,16.88516516613647,1968625000
2023-01-23,20.348325729370117,20.61111088344215,17.803412131908495,18.049209100907152,2632581000
2023-01-30,21.08272361755371,21.931027477226866,18.934484427229947,19.933665623267686,2640747000
2023-02-06,21.247591018676758,23.00115537338845,20.768983055575873,20.788967140172446,2750611000
2023-02-13,21.37049102783203,23.03013053535114,20.94483918158912,21.520367847955345,2448882000
2023-02-20,23.266935348510742,23.86844368802697,20.404281116035705,20.982807568781602,2630910000
2023-02-27,23.870441436767578,23.88043347879256,22.41363487022176,23.650622229579447,2170791000
2023-03-06,22.94619369506836,24.43397464598032,22.707389096355694,23.87143597138304,2442279000
2023-03-13,25.708303451538086,26.381865775250695,22.282528913933298,22.737233517844118,2853086000
2023-03-20,26.761619567871094,27.57109524451841,25.11368961284414,25.59837545435523,2797259000
2023-03-27,27.758974075317383,27.81593629126594,25.83322458865314,26.819583570427042,1909273000
2023-04-03,27.019453048706055,27.9818273848471,26.377869522575118,27.49114683232742,1679977000
2023-04-10,26.740633010864258,27.771964719217706,26.202982075525256,26.805591358439187,1905191000
2023-04-17,27.10140037536621,28.091758385888035,26.415846643583606,26.54776095056086,2057759000
2023-04-24,27.73099136352539,27.739984394080437,26.207980276424863,26.995468968769345,1793523000
2023-05-01,28.66138458251953,29.039139488086377,27.22231872943408,27.82192966039557,2039790000
2023-05-08,28.32160758972168,29.201035634052165,28.02779776950865,28.50348867940403,1625569000
2023-05-15,31.24370765686035,31.807340762312272,28.133728026542705,28.48949595395574,2398499000
2023-05-22,38.920719146728516,39.454372921732755,29.78665256605873,30.880941111120915,3707980000
2023-05-29,39.301475524902344,41.910780986041466,37.79745123755844,40.568654118734514,3044585000
2023-06-05,38.744834899902344,39.68522217664276,37.33175126160643,38.883744614184046,2142310000
2023-06-12,42.668704986572266,43.69714280637508,38.59692679299788,39.178609936739306,2966705000
2023-06-19,42.18597412109375,43.96600460791544,41.9920797064,42.9745451762286,1778633000
2023-06-26,42.2789192199707,42.74066896381189,40.078120911934015,42.43783287003589,2520798000
2023-07-03,42.479801177978516,43.19041547884926,41.32343496044977,42.493793476093686,1181290000
2023-07-10,45.444190979003906,48.06176136683886,41.62627190734259,42.63372511126986,2383708000
2023-07-17,44.284820556640625,47.86986508159851,44.07593496513591,46.26374350926086,3008788000
2023-07-24,46.72449493408203,47.36914350352073,44.01597432458878,44.706595419061294,1882004000
2023-07-31,44.65562057495117,47.104284490145716,43.36332683497172,46.728490204303434,1705897000
2023-08-07,40.832706451416016,45.515151389453614,40.61682471129046,45.086384625161365,2288236000
2023-08-14,43.27537155151367,45.24329883860062,40.28900313812177,40.46390687821716,2930412000
2023-08-21,45.992897033691406,50.23857687791513,44.19787538460713,44.469726358022484,4308297000
2023-08-28,48.48253631591797,49.89976203870266,44.863513254853586,46.456641654847246,3114195000
2023-09-04,45.54713439941406,48.82434851038237,45.12736538252353,48.1966889831922,1757722000
2023-09-11,43.879661560058594,46.14160973083182,43.78770131863037,46.126617290774774,2098505000
2023-09-18,41.590721130371094,44.22150159516772,40.961011965471485,42.728194340178185,2170415000
2023-09-25,43.47884750366211,44.123549133326094,41.15792087428577,41.57173053264393,2088801000
2023-10-02,45.74079895019531,45.767786867817584,43.225961989562826,44.009599149445094,2093888000
2023-10-09,45.43993377685547,47.58694110523264,44.347441722802245,44.82122111457337,2111834000
2023-10-16,41.36782455444336,46.203580326337416,41.05896580650467,45.042119984518585,2793225000
2023-10-23,40.481239318847656,43.67675697994505,39.86152758701909,41.20990171809724,2236157000
2023-10-30,44.98414993286133,45.28800612867796,39.211824006028074,41.06796590205054,2177372000
2023-11-06,48.31260681152344,48.44954438031616,44.8781977920334,45.26402055505056,2052358000
2023-11-13,49.27516555786133,49.93685766957116,48.07671962165316,48.2976179257796,1941548000
2023-11-20,47.753868103027344,50.52458329625898,47.66790559491642,49.28915582883738,2173932000
2023-11-27,46.74333572387695,48.73941227021576,46.165604364255195,47.77785611248311,2074722000
2023-12-04,47.48398971557617,47.71888144384683,44.98914398302253,46.05565095547774,1899898000
2023-12-11,48.871646881103516,49.38545387287282,45.81279799569534,47.47317378173966,2201087000
2023-12-18,48.81167221069336,50.414067310013664,48.07994472861611,49.38145794120014,1827857000
2023-12-25,49.50341033935547,49.978234327074226,48.732699840316755,48.949617439569735,1113728000
2024-01-01,49.07856369018555,49.52839547317931,47.30223054499853,49.225507849535056,1453724000
2024-01-08,54.689456939697266,55.325219724986496,49.460422047315284,49.49341060238556,2899159000
2024-01-15,59.468666076660156,59.47766156901135,54.71945032132708,54.99734582814605,1959125000
2024-01-22,61.00809097290039,62.82540940144852,58.563009903990846,60.02646111069735,2180966000
2024-01-29,66.13516235351562,66.57499195926525,60.677209539131574,61.20900746892162,2058987000
2024-02-05,72.10592651367188,72.15790132018077,66.27511587644118,68.19938870911584,2709823000
2024-02-12,72.58573913574219,74.58299015980992,69.59386652808024,72.5727435280066,2636656000
2024-02-19,78.78741455078125,82.36306764653858,66.22313253227009,71.91999070645109,3089619000
2024-02-26,82.24810791015625,82.26910374751212,77.09604363606826,79.6700738089619,2275212000
2024-03-04,87.49514770507812,97.36344406209207,83.38569063925348,84.09842046409769,3469163000
2024-03-11,87.80814361572266,91.92979031242437,84.13835191531281,86.40060901009062,3226556000
2024-03-18,94.25802612304688,94.7468638928685,84.98207508396123,90.35830668342635,2887301000
2024-03-25,90.3263168334961,96.73420689681842,89.09372022052844,93.91013808598483,2087063000
2024-04-01,87.97908782958984,92.19469755705444,85.85178101359672,90.26933547784746,2090215000
2024-04-08,88.15702819824219,90.70919094945573,82.99473071784568,88.67085928991145,2077138000
2024-04-15,76.17496490478516,90.58323218263017,75.58116589392048,89.06873047712973,2631388000
2024-04-22,87.7061767578125,88.30198162324554,76.37490159583221,78.07833652811512,2522760000
2024-04-29,88.75983428955078,89.25166943381491,81.22830499751667,87.56622627433318,2088782000
2024-05-06,89.84848022460938,92.18971392238106,88.20202559369486,89.36064153297215,1852604000
2024-05-13,92.44861602783203,95.78752277135449,88.49991669197493,90.44827392491446,1687565000
2024-05-20,106.43402862548828,106.44002335978084,93.14939235766131,93.71920481787848,2460917000
2024-05-27,109.59698486328125,115.78094955079132,106.904868817121,110.20778418889381,2310783000
2024-06-03,120.84829711914062,125.54575132016454,111.96621309321229,113.5836855357761,2447200000
2024-06-10,131.83668518066406,132.79636129950956,116.97156690531405,120.33046382882705,1406333800
2024-06-17,126.53881072998047,140.72530888993884,124.26937345205326,132.9572345315152,1756092600
2024-06-24,123.50955963134766,128.08842528432723,118.01091487711217,123.20963050283807,1832912700
2024-07-01,125.79899597167969,128.81825608276083,118.80072084660988,123.4395768907407,933185200
2024-07-08,129.2081756591797,136.11646223818585,127.00871290897639,127.45859902986213,1399485700
2024-07-15,117.90093994140625,131.35762220684455,116.53127479151783,130.52782490521477,1351385200
2024-07-22,113.03214263916016,124.65928220394666,106.27381361177252,120.32034749602344,1513222900
2024-07-29,107.24356842041016,120.13039971477521,101.3450281116693,113.66199251512361,2213649400
2024-08-05,104.72418975830078,108.7731948954271,90.66765656185765,92.03731411431865,2056049100
2024-08-12,124.54930114746094,124.9691958147952,106.23381611394512,106.29379888713163,1598129600
2024-08-19,129.33811950683594,130.71778436878125,123.06966773489455,124.24937729854322,1575724000
2024-08-26,119.34059143066406,131.227653641652,116.68124316108421,129.53808285130913,1869975300
2024-09-02,102.80465698242188,116.18135642392642,100.92511547059387,115.9814087695896,1570114200
2024-09-09,119.0706558227539,120.76024189847516,103.66445634878761,104.85415798192993,1589076900
2024-09-16,115.98133850097656,119.6407533600276,113.20178695395991,116.77121232511327,1466985900
2024-09-23,121.38047790527344,127.6494662037425,114.84152875659147,116.53125941079779,1419480300
2024-09-30,124.89990234375,125.01988578554294,115.12147686855782,118.29096508129112,1271290200
2024-10-07,134.7783203125,135.75815840657205,124.92989859406742,124.96989307540039,1290685100
2024-10-14,137.97779846191406,140.86733290640657,128.71929370957608,136.44804582990827,1357584500
2024-10-21,141.51722717285156,144.39676881897816,137.4378968492852,138.10778725183985,1154273100
2024-10-28,135.3782196044922,143.1169803919899,132.08875539721976,142.9770035162833,987765800
2024-11-04,147.6062469482422,149.74590195013883,135.5481901918122,137.1879256581598,973098600
2024-11-11,141.9571533203125,149.6259175040002,140.05746510375218,148.65607234164023,1017459800
2024-11-18,141.92715454101562,152.86539653158567,137.1279238994498,139.47755184306718,1396925400
2024-11-25,138.22776794433594,142.02715991559197,131.77880822351642,141.96717200523736,903463700
2024-12-02,142.41708374023438,146.51641489341807,137.7978319836597,138.80766398163655,928447900
2024-12-09,134.23765563964844,141.80696689758582,132.52780616182653,138.957222853678,974961000
2024-12-16,134.68760681152344,136.68742284512405,126.8483316215816,134.16765037071934,1291053700
2024-12-23,136.9973907470703,141.8869402981666,134.69761453351015,136.26746217295909,567998700
2024-12-30,144.4567108154297,144.88666393436952,133.81769024424045,134.8175982500191,750963600
2025-01-06,135.8975067138672,153.11592455249257,134.20765966847648,148.57633346213825,1052112000
2025-01-13,137.6973419189453,138.7372395598741,129.49808384355225,129.9780506846447,996041100
2025-01-20,142.60687255859375,148.95629439391405,137.07738259808448,139.1471994595818,825973500
2025-01-27,120.0589599609375,128.98813920483877,116.23931149273263,124.78852842173987,2648916300
2025-02-03,129.8280487060547,130.35799871586244,112.99960316875215,114.73944092119653,1369686400
2025-02-10,138.8372344970703,139.23719160158925,129.06812888247075,130.07803048868163,949079700
2025-02-17,134.41763305664062,143.42681443354866,134.01767593596887,141.25701577626268,758833800
2025-02-24,124.90850830078125,138.57724913319865,116.38929530836823,136.5474370687488,1677630500
2025-03-03,112.67964172363281,123.68862397167649,107.5501084934214,123.49864662778602,1756820000
2025-03-10,121.65880584716797,121.86878561399979,104.7603589383513,109.88989191628805,1621837200
2025-03-17,117.69999694824219,122.88999938964844,114.54000091552734,122.73999786376953,1343942800
